0,0,0,0.456043679
0.1,0,0.456043679,0.761394433
0.2,0,0.761394433,0.858551891
0.3,0,0.858551891,0.744469767
0.4,0,0.744469767,0.466090574
0.5,0,0.466090574,0.104544273
0.6,0,0.104544273,-0.247192763
0.7,0,-0.247192763,-0.507299883
0.8,0,-0.507299883,-0.623300722
0.9,0,-0.623300722,-0.581616973
1,0,-0.581616973,-0.407061357
1.1,0,-0.407061357,-0.153346477
1.2,0,-0.153346477,0.112302481
1.3,0,0.112302481,0.32624989
1.4,0,0.32624989,0.443079816
1.5,0,0.443079816,0.444547316
1.6,0,0.444547316,0.341285315
1.7,0,0.341285315,0.167554872
1.8,0,0.167554872,-0.029064021
1.9,0,-0.029064021,-0.200134182
2,0,-0.200134182,-0.307838754
2.1,0,-0.307838754,-0.332867824
2.2,0,-0.332867824,-0.277200348
2.3,0,-0.277200348,-0.161612657
2.4,0,-0.161612657,-0.019001542
2.5,0,-0.019001542,0.114508876
2.6,0,0.114508876,0.208373284
2.7,0,0.208373284,0.244280766
2.8,0,0.244280766,0.219298603
2.9,0,0.219298603,0.14509883
3,0,0.14509883,0.043822305
3.1,0,0.043822305,-0.058126677
3.2,0,-0.058126677,-0.13669831
3.3,0,-0.13669831,-0.175631482
3.4,0,-0.175631482,-0.169538378
3.5,0,-0.169538378,-0.124137357
3.6,0,-0.124137357,-0.053850682
3.7,0,-0.053850682,0.022416927
3.8,0,0.022416927,0.086152623
3.9,0,0.086152623,0.123553704
4,0,0.123553704,0.128326787
4.1,0,0.128326787,0.102453861
4.2,0,0.102453861,0.054938472
4.3,0,0.054938472,-0.000980753
4.4,0,-0.000980753,-0.051347816
4.5,0,-0.051347816,-0.084841079
4.6,0,-0.084841079,-0.095186247
4.7,0,-0.095186247,-0.082152216
4.8,0,-0.082152216,-0.051030362
4.9,0,-0.051030362,-0.010864093
5,0,-0.010864093,0.028035874
5.1,0,0.028035874,0.056637945
5.2,0,0.056637945,0.069192806
5.3,0,0.069192806,0.064273735
5.4,0,0.064273735,0.04470092
5.5,0,0.04470092,0.016473798
5.6,0,0.016473798,-0.012942993
5.7,0,-0.012942993,-0.036515273
5.8,0,-0.036515273,-0.049253307
5.9,0,-0.049253307,-0.049191198
6,0,-0.049191198,-0.037561653
6.1,0,-0.037561653,-0.018201574
6.2,0,-0.018201574,0.003598484
6.3,0,0.003598484,0.022477367
6.4,0,0.022477367,0.034271375
6.5,0,0.034271375,0.036879917
6.6,0,0.036879917,0.030563384
6.7,0,0.030563384,0.017657219
6.8,0,0.017657219,0.001824977
6.9,0,0.001824977,-0.012929996
7,0,-0.012929996,-0.023238773
7.1,0,-0.023238773,-0.02709909
7.2,0,-0.02709909,-0.024216374
7.3,0,-0.024216374,-0.015910532
7.4,0,-0.015910532,-0.004651782
7.5,0,-0.004651782,0.006629994
7.6,0,0.006629994,0.01527831
7.7,0,0.01527831,0.019509061
7.8,0,0.019509061,0.018747253
7.9,0,0.018747253,0.013647224
8,0,0.013647224,0.005821707
8.1,0,0.005821707,-0.002628802
8.2,0,-0.002628802,-0.009656653
8.3,0,-0.009656653,-0.013743769
8.4,0,-0.013743769,-0.014208411
8.5,0,-0.014208411,-0.011285985
8.6,0,-0.011285985,-0.00598638
8.7,0,-0.00598638,0.000217333
8.8,0,0.000217333,0.005779551
8.9,0,0.005779551,0.009452684
9,0,0.009452684,0.010552314
9.1,0,0.010552314,0.009064628
9.2,0,0.009064628,0.005585855
9.3,0,0.005585855,0.001123932
9.4,0,0.001123932,-0.003177814
9.5,0,-0.003177814,-0.006322542
9.6,0,-0.006322542,-0.007680487
9.7,0,-0.007680487,-0.007102198
9.8,0,-0.007102198,-0.004907987
9.9,0,-0.004907987,-0.001767868
10,0,-0.001767868,0.001489361
0,1,0.730998041,1.18704172
0.1,1,1.18704172,1.492392474
0.2,1,1.492392474,1.589549932
0.3,1,1.589549932,1.475467808
0.4,1,1.475467808,1.197088615
0.5,1,1.197088615,0.835542314
0.6,1,0.835542314,0.483805278
0.7,1,0.483805278,0.223698157
0.8,1,0.223698157,0.107697319
0.9,1,0.107697319,0.149381068
1,1,0.149381068,0.323936684
1.1,1,0.323936684,0.577651564
1.2,1,0.577651564,0.843300522
1.3,1,0.843300522,1.057247931
1.4,1,1.057247931,1.174077856
1.5,1,1.174077856,1.175545357
1.6,1,1.175545357,1.072283356
1.7,1,1.072283356,0.898552913
1.8,1,0.898552913,0.70193402
1.9,1,0.70193402,0.530863859
2,1,0.530863859,0.423159287
2.1,1,0.423159287,0.398130217
2.2,1,0.398130217,0.453797693
2.3,1,0.453797693,0.569385384
2.4,1,0.569385384,0.711996499
2.5,1,0.711996499,0.845506917
2.6,1,0.845506917,0.939371325
2.7,1,0.939371325,0.975278807
2.8,1,0.975278807,0.950296643
2.9,1,0.950296643,0.876096871
3,1,0.876096871,0.774820346
3.1,1,0.774820346,0.672871364
3.2,1,0.672871364,0.594299731
3.3,1,0.594299731,0.555366559
3.4,1,0.555366559,0.561459663
3.5,1,0.561459663,0.606860684
3.6,1,0.606860684,0.677147359
3.7,1,0.677147359,0.753414968
3.8,1,0.753414968,0.817150664
3.9,1,0.817150664,0.854551745
4,1,0.854551745,0.859324828
4.1,1,0.859324828,0.833451902
4.2,1,0.833451902,0.785936513
4.3,1,0.785936513,0.730017288
4.4,1,0.730017288,0.679650225
4.5,1,0.679650225,0.646156962
4.6,1,0.646156962,0.635811794
4.7,1,0.635811794,0.648845825
4.8,1,0.648845825,0.679967679
4.9,1,0.679967679,0.720133948
5,1,0.720133948,0.759033915
5.1,1,0.759033915,0.787635986
5.2,1,0.787635986,0.800190846
5.3,1,0.800190846,0.795271776
5.4,1,0.795271776,0.775698961
5.5,1,0.775698961,0.747471839
5.6,1,0.747471839,0.718055048
5.7,1,0.718055048,0.694482768
5.8,1,0.694482768,0.681744734
5.9,1,0.681744734,0.681806843
6,1,0.681806843,0.693436388
6.1,1,0.693436388,0.712796467
6.2,1,0.712796467,0.734596525
6.3,1,0.734596525,0.753475408
6.4,1,0.753475408,0.765269416
6.5,1,0.765269416,0.767877957
6.6,1,0.767877957,0.761561425
6.7,1,0.761561425,0.74865526
6.8,1,0.74865526,0.732823018
6.9,1,0.732823018,0.718068045
7,1,0.718068045,0.707759268
7.1,1,0.707759268,0.703898951
7.2,1,0.703898951,0.706781667
7.3,1,0.706781667,0.715087509
7.4,1,0.715087509,0.726346259
7.5,1,0.726346259,0.737628035
